row_id,screen_name,tweet_text,location,lat_coord,lon_coord
984,shkurkamur,while facebook continues to fight its own system vulnerabilities were building an algorithm that will put an end to their troubles entirely here an article showing how people react to facebook’s data policies and the ongoing “breach of trust” scandal ,мо,,
985,analenafl,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,,,
986,FarndonDavid,mark zuckerberg will testify before congress in an attempt to save the failing cia psy op sure cambridge analytica stole 50 million people data but fb has data on 1 billion users which they actively sell wake up right now ,"North West, England",,
987,3axxxapof,advertisers threatened to abandon facebook as zuckerberg apologized for mistakes the company made over the scandal we build our system to offer advertisers as well as other users full content protection to avoid such excesses ,,,
988,criptojoon,this reportage from kenya shows how devastating can the issue with be facebook has responsibility not only for the us but for every country in the world that uses this platform that must be our and their top priority ,Russia,,
989,lex88881,advertisers threatened to abandon facebook as zuckerberg apologized for mistakes the company made over the scandal we build our system to offer advertisers as well as other users full content protection to avoid such excesses ,,,
990,3axxxapof,this reportage from kenya shows how devastating can the issue with be facebook has responsibility not only for the us but for every country in the world that uses this platform that must be our and their top priority ,,,
991,lex88881,this reportage from kenya shows how devastating can the issue with be facebook has responsibility not only for the us but for every country in the world that uses this platform that must be our and their top priority ,,,
992,kiroygo,while facebook continues to fight its own system vulnerabilities were building an algorithm that will put an end to their troubles entirely here an article showing how people react to facebook’s data policies and the ongoing “breach of trust” scandal ,,,
993,WendyWarnick,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,"Denver, CO",,
994,3axxxapof,while facebook continues to fight its own system vulnerabilities were building an algorithm that will put an end to their troubles entirely here an article showing how people react to facebook’s data policies and the ongoing “breach of trust” scandal ,,,
995,p45b,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,,,
996,PiccolaDonnina,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,Earth,,
997,OleHippieChick,cambridge analytica helped republicans acquire their slim progressive stymieing majority in 2014 preparing the firm for its work on the trump campaign by ,United States,,
998,lex88881,while facebook continues to fight its own system vulnerabilities were building an algorithm that will put an end to their troubles entirely here an article showing how people react to facebook’s data policies and the ongoing “breach of trust” scandal ,,,
999,LadyMcGlinchey,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,Europe,,
1000,NickStevenson63,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,Somewhere in Southern England,,
